gene_symbol,ensg_id,gene_type,gene_length,ensp_id,protein_length
SOX7,ENSG00000171056,protein_coding,3215,ENSP00000301921,388
C8orf74,ENSG00000171060,protein_coding,5352,ENSP00000307129,294
C11orf24,ENSG00000171067,protein_coding,3403,ENSP00000307264,449
ALK,ENSG00000171094,protein_coding,7382,ENSP00000373700,1620
KYAT1,ENSG00000171097,protein_coding,3585,ENSP00000399415,516
MTM1,ENSG00000171100,protein_coding,11492,ENSP00000510607,618
OBP2B,ENSG00000171102,protein_coding,1070,ENSP00000361104,170
TRMT61B,ENSG00000171103,protein_coding,2064,ENSP00000302801,477
INSR,ENSG00000171105,protein_coding,10831,ENSP00000303830,1382
MFN1,ENSG00000171109,protein_coding,5945,ENSP00000263969,741
GIMAP8,ENSG00000171115,protein_coding,4185,ENSP00000305107,665
HSFX1,ENSG00000171116,protein_coding,1963,ENSP00000359444,423
NRTN,ENSG00000171119,protein_coding,1528,ENSP00000302648,197
KCNMB3,ENSG00000171121,protein_coding,8964,ENSP00000319370,279
FUT3,ENSG00000171124,protein_coding,3106,ENSP00000305603,361
KCNG3,ENSG00000171126,protein_coding,3709,ENSP00000304127,436
ATP6V0E2,ENSG00000171130,protein_coding,6749,ENSP00000417939,187
PRKCE,ENSG00000171132,protein_coding,9978,ENSP00000306124,737
OR2K2,ENSG00000171133,protein_coding,1411,ENSP00000363550,345
JAGN1,ENSG00000171135,protein_coding,1779,ENSP00000496942,183
RLN3,ENSG00000171136,protein_coding,1201,ENSP00000397415,142
TADA3,ENSG00000171148,protein_coding,4127,ENSP00000307684,432
SOCS5,ENSG00000171150,protein_coding,7490,ENSP00000305133,536
C1GALT1C1,ENSG00000171155,protein_coding,1808,ENSP00000304364,318
BBLN,ENSG00000171159,protein_coding,1653,ENSP00000362085,83
MORN4,ENSG00000171160,protein_coding,2512,ENSP00000307636,146
ZNF672,ENSG00000171161,protein_coding,3741,ENSP00000421915,452
ZNF692,ENSG00000171163,protein_coding,3929,ENSP00000391200,524
NAIF1,ENSG00000171169,protein_coding,3620,ENSP00000362170,327
RBKS,ENSG00000171174,protein_coding,3153,ENSP00000306817,322
OR2M4,ENSG00000171180,protein_coding,5934,ENSP00000492992,311
GRIK1,ENSG00000171189,protein_coding,6547,ENSP00000327687,949
MUC7,ENSG00000171195,protein_coding,2798,ENSP00000302021,377
OPRPN,ENSG00000171199,protein_coding,1048,ENSP00000382485,248
SMR3B,ENSG00000171201,protein_coding,1383,ENSP00000302400,79
TMEM126A,ENSG00000171202,protein_coding,971,ENSP00000306887,195
TMEM126B,ENSG00000171204,protein_coding,2416,ENSP00000351737,230
TRIM8,ENSG00000171206,protein_coding,11458,ENSP00000496301,551
NETO2,ENSG00000171208,protein_coding,7429,ENSP00000455169,525
CSN3,ENSG00000171209,protein_coding,947,ENSP00000304822,182
CLDN20,ENSG00000171217,protein_coding,1209,ENSP00000356133,219
CDC42BPG,ENSG00000171219,protein_coding,6531,ENSP00000345133,1551
SCAND1,ENSG00000171222,protein_coding,1996,ENSP00000301995,179
JUNB,ENSG00000171223,protein_coding,1830,ENSP00000303315,347
FAM241B,ENSG00000171224,protein_coding,1350,ENSP00000362376,121
TMEM37,ENSG00000171227,protein_coding,2291,ENSP00000387015,202
UGT2B7,ENSG00000171234,protein_coding,2260,ENSP00000304811,529
LRG1,ENSG00000171236,protein_coding,2702,ENSP00000302621,347
SHCBP1,ENSG00000171241,protein_coding,6175,ENSP00000306473,672
SOSTDC1,ENSG00000171243,protein_coding,2473,ENSP00000379889,230
NPTX1,ENSG00000171246,protein_coding,7020,ENSP00000307549,432
FAM98B,ENSG00000171262,protein_coding,6851,ENSP00000380734,433
ZNF439,ENSG00000171291,protein_coding,5207,ENSP00000506930,504
ZNF440,ENSG00000171295,protein_coding,6453,ENSP00000305373,595
GAA,ENSG00000171298,protein_coding,5588,ENSP00000305692,952
CANT1,ENSG00000171302,protein_coding,4422,ENSP00000307674,401
KCNK3,ENSG00000171303,protein_coding,6191,ENSP00000306275,394
ZDHHC16,ENSG00000171307,protein_coding,3039,ENSP00000359891,377
CHST11,ENSG00000171310,protein_coding,6492,ENSP00000305725,352
EXOSC1,ENSG00000171311,protein_coding,3578,ENSP00000359939,195
PGAM1,ENSG00000171314,protein_coding,2540,ENSP00000359991,254
CHD7,ENSG00000171316,protein_coding,18887,ENSP00000392028,2997
ESCO2,ENSG00000171320,protein_coding,7805,ENSP00000306999,601
KRT19,ENSG00000171345,protein_coding,2336,ENSP00000355124,400
KRT15,ENSG00000171346,protein_coding,5969,ENSP00000254043,456
LURAP1,ENSG00000171357,protein_coding,1849,ENSP00000361048,239
KRT38,ENSG00000171360,protein_coding,2691,ENSP00000246646,456
CLCN5,ENSG00000171365,protein_coding,11457,ENSP00000365259,816
TPPP,ENSG00000171368,protein_coding,5979,ENSP00000353785,219
KCND3,ENSG00000171385,protein_coding,19393,ENSP00000319591,655
APLN,ENSG00000171388,protein_coding,3224,ENSP00000391800,77
KRTAP4-4,ENSG00000171396,protein_coding,1100,ENSP00000375076,166
KRT13,ENSG00000171401,protein_coding,2913,ENSP00000246635,458
XAGE3,ENSG00000171402,protein_coding,567,ENSP00000303061,111
KRT9,ENSG00000171403,protein_coding,2296,ENSP00000246662,623
XAGE5,ENSG00000171405,protein_coding,1413,ENSP00000364651,108
PDE7B,ENSG00000171408,protein_coding,5941,ENSP00000482117,502
MRPL36,ENSG00000171421,protein_coding,1395,ENSP00000372093,103
ZNF581,ENSG00000171425,protein_coding,1635,ENSP00000270451,197
NAT1,ENSG00000171428,protein_coding,3152,ENSP00000443194,352
KRT20,ENSG00000171431,protein_coding,1913,ENSP00000167588,424
GLOD5,ENSG00000171433,protein_coding,1064,ENSP00000302552,160
KSR2,ENSG00000171435,protein_coding,18301,ENSP00000339952,950
ZNF524,ENSG00000171443,protein_coding,1441,ENSP00000301073,264
MCC,ENSG00000171444,protein_coding,10721,ENSP00000386227,1019
KRT27,ENSG00000171446,protein_coding,1799,ENSP00000301656,459
ZBTB26,ENSG00000171448,protein_coding,4657,ENSP00000362758,441
CDK5R2,ENSG00000171450,protein_coding,2490,ENSP00000304250,367
DSEL,ENSG00000171451,protein_coding,9266,ENSP00000310565,1212
POLR1C,ENSG00000171453,protein_coding,5505,ENSP00000496044,346
ASXL1,ENSG00000171456,protein_coding,13673,ENSP00000364839,1541
OR1L6,ENSG00000171459,protein_coding,1115,ENSP00000362788,347
DLK2,ENSG00000171462,protein_coding,2236,ENSP00000349893,383
ZNF562,ENSG00000171466,protein_coding,13022,ENSP00000410734,426
ZNF318,ENSG00000171467,protein_coding,9728,ENSP00000354964,2279
ZNF561,ENSG00000171469,protein_coding,6304,ENSP00000303915,486
WIPF2,ENSG00000171475,protein_coding,8123,ENSP00000320924,440
HOPX,ENSG00000171476,protein_coding,7730,ENSP00000450527,112
SPACA5B,ENSG00000171478,protein_coding,633,ENSP00000304762,159
OR1L3,ENSG00000171481,protein_coding,975,ENSP00000302863,324
NLRP5,ENSG00000171487,protein_coding,4020,ENSP00000375063,1200
LRRC8C,ENSG00000171488,protein_coding,11724,ENSP00000359483,803
SPACA5,ENSG00000171489,protein_coding,1465,ENSP00000305847,159
RSL1D1,ENSG00000171490,protein_coding,6162,ENSP00000460871,490
LRRC8D,ENSG00000171492,protein_coding,4852,ENSP00000338887,858
MROH2B,ENSG00000171495,protein_coding,6085,ENSP00000382476,1585
OR1L8,ENSG00000171496,protein_coding,2024,ENSP00000493411,309
PPID,ENSG00000171497,protein_coding,2516,ENSP00000303754,370
OR1N2,ENSG00000171501,protein_coding,1103,ENSP00000362792,316
COL24A1,ENSG00000171502,protein_coding,9568,ENSP00000359603,1714
ETFDH,ENSG00000171503,protein_coding,23865,ENSP00000507546,618
OR1N1,ENSG00000171505,protein_coding,936,ENSP00000306974,311
RXFP1,ENSG00000171509,protein_coding,5684,ENSP00000405841,784
LPAR3,ENSG00000171517,protein_coding,3536,ENSP00000359643,353
PTGER4,ENSG00000171522,protein_coding,3544,ENSP00000302846,488
TBCA,ENSG00000171530,protein_coding,3114,ENSP00000429793,131
NEUROD2,ENSG00000171532,protein_coding,6242,ENSP00000306754,382
MAP6,ENSG00000171533,protein_coding,6351,ENSP00000307093,813
OTP,ENSG00000171540,protein_coding,3476,ENSP00000302814,325
ECEL1,ENSG00000171551,protein_coding,2978,ENSP00000302051,775
BCL2L1,ENSG00000171552,protein_coding,4197,ENSP00000406203,307
FGG,ENSG00000171557,protein_coding,3600,ENSP00000384552,461
FGA,ENSG00000171560,protein_coding,3917,ENSP00000498441,866
OR2AT4,ENSG00000171561,protein_coding,8795,ENSP00000304846,320
FGB,ENSG00000171564,protein_coding,4374,ENSP00000306099,491
PLRG1,ENSG00000171566,protein_coding,5015,ENSP00000424417,514
RAB4B-EGLN2,ENSG00000171570,protein_coding,3088,ENSP00000469872,213
ZNF584,ENSG00000171574,protein_coding,7649,ENSP00000306756,421
DSCAM,ENSG00000171587,protein_coding,8596,ENSP00000383303,2012
DNAI2,ENSG00000171595,protein_coding,2864,ENSP00000464197,662
NMUR1,ENSG00000171596,protein_coding,3221,ENSP00000305877,426
CLSTN1,ENSG00000171603,protein_coding,5241,ENSP00000366513,981
CXXC5,ENSG00000171604,protein_coding,3795,ENSP00000302543,322
ZNF274,ENSG00000171606,protein_coding,8333,ENSP00000478533,653
PIK3CD,ENSG00000171608,protein_coding,9567,ENSP00000354410,1068
PTCRA,ENSG00000171611,protein_coding,1171,ENSP00000477815,296
SLC25A33,ENSG00000171612,protein_coding,3865,ENSP00000306328,321
ENC1,ENSG00000171617,protein_coding,8282,ENSP00000306356,589
SPSB1,ENSG00000171621,protein_coding,3389,ENSP00000330221,273
P2RY6,ENSG00000171631,protein_coding,10778,ENSP00000506026,355
BPTF,ENSG00000171634,protein_coding,15119,ENSP00000463776,3158
S100Z,ENSG00000171643,protein_coding,1954,ENSP00000320430,99
ZIK1,ENSG00000171649,protein_coding,5370,ENSP00000472867,487
GPR82,ENSG00000171657,protein_coding,3318,ENSP00000303549,336
GPR34,ENSG00000171659,protein_coding,1926,ENSP00000367384,381
PLEKHG5,ENSG00000171680,protein_coding,6935,ENSP00000500749,1105
ATF7IP,ENSG00000171681,protein_coding,13141,ENSP00000440440,1278
LKAAEAR1,ENSG00000171695,protein_coding,911,ENSP00000310801,240
RGS19,ENSG00000171700,protein_coding,2028,ENSP00000333194,217
TCEA2,ENSG00000171703,protein_coding,4788,ENSP00000343515,299
DEFB4A,ENSG00000171711,protein_coding,337,ENSP00000303532,64
ANO5,ENSG00000171714,protein_coding,19477,ENSP00000315371,913
HDAC3,ENSG00000171720,protein_coding,4610,ENSP00000302967,428
SPATA46,ENSG00000171722,protein_coding,1848,ENSP00000356912,261
GPHN,ENSG00000171723,protein_coding,6007,ENSP00000438404,782
VAT1L,ENSG00000171724,protein_coding,4103,ENSP00000303129,419
TMEM51,ENSG00000171729,protein_coding,2238,ENSP00000365176,253
CAMTA1,ENSG00000171735,protein_coding,15672,ENSP00000306522,1673
LGALS4,ENSG00000171747,protein_coding,2226,ENSP00000302100,323
LRRC34,ENSG00000171757,protein_coding,5276,ENSP00000414635,464
PAH,ENSG00000171759,protein_coding,7378,ENSP00000448059,452
SPATA5L1,ENSG00000171763,protein_coding,3397,ENSP00000305494,753
GATM,ENSG00000171766,protein_coding,9260,ENSP00000379895,423
SYCE1,ENSG00000171772,protein_coding,4016,ENSP00000341282,351
NXNL1,ENSG00000171773,protein_coding,918,ENSP00000305631,212
RASGRP4,ENSG00000171777,protein_coding,4183,ENSP00000465742,673
NHLH1,ENSG00000171786,protein_coding,2557,ENSP00000302189,133
SLFNL1,ENSG00000171790,protein_coding,4318,ENSP00000304401,407
BCL2,ENSG00000171791,protein_coding,12612,ENSP00000504566,268
RHNO1,ENSG00000171792,protein_coding,2644,ENSP00000438590,238
CTPS1,ENSG00000171793,protein_coding,11958,ENSP00000361699,591
UTF1,ENSG00000171794,protein_coding,1214,ENSP00000305906,341
KNDC1,ENSG00000171798,protein_coding,23301,ENSP00000304437,1749
WDR87,ENSG00000171804,protein_coding,9199,ENSP00000405012,2912
METTL18,ENSG00000171806,protein_coding,1575,ENSP00000307975,372
CFAP46,ENSG00000171811,protein_coding,10698,ENSP00000357575,2715
COL8A2,ENSG00000171812,protein_coding,4669,ENSP00000305913,703
PWWP2B,ENSG00000171813,protein_coding,2647,ENSP00000306324,590
PCDHB1,ENSG00000171815,protein_coding,7973,ENSP00000307234,818
ZNF540,ENSG00000171817,protein_coding,4386,ENSP00000324598,660
ANGPTL7,ENSG00000171819,protein_coding,2224,ENSP00000366015,346
FBXL14,ENSG00000171823,protein_coding,2703,ENSP00000344855,418
EXOSC10,ENSG00000171824,protein_coding,5991,ENSP00000366135,885
ZNF570,ENSG00000171827,protein_coding,6246,ENSP00000467218,592
NINJ2,ENSG00000171840,protein_coding,1858,ENSP00000499548,188
MLLT3,ENSG00000171843,protein_coding,8081,ENSP00000369695,568
FAM90A1,ENSG00000171847,protein_coding,2538,ENSP00000307798,464
RRM2,ENSG00000171848,protein_coding,9153,ENSP00000353770,449
TRAPPC12,ENSG00000171853,protein_coding,9193,ENSP00000324318,735
IFNB1,ENSG00000171855,protein_coding,839,ENSP00000369581,187
RPS21,ENSG00000171858,protein_coding,1036,ENSP00000359624,90
C3AR1,ENSG00000171860,protein_coding,3491,ENSP00000302079,482
MRM3,ENSG00000171861,protein_coding,1985,ENSP00000306080,420
PTEN,ENSG00000171862,protein_coding,16872,ENSP00000509861,576
RPS7,ENSG00000171863,protein_coding,5529,ENSP00000385286,194
PRND,ENSG00000171864,protein_coding,3981,ENSP00000306900,176
RNASEH1,ENSG00000171865,protein_coding,5945,ENSP00000313350,286
PRNP,ENSG00000171867,protein_coding,2737,ENSP00000368752,253
KLF17,ENSG00000171872,protein_coding,3160,ENSP00000361373,389
ADRA1D,ENSG00000171873,protein_coding,3004,ENSP00000368766,572
FRMD5,ENSG00000171877,protein_coding,6692,ENSP00000403067,570
AQP4,ENSG00000171885,protein_coding,5943,ENSP00000500598,352
CYP4F11,ENSG00000171903,protein_coding,3725,ENSP00000248041,524
TLN2,ENSG00000171914,protein_coding,16247,ENSP00000453508,2542
LGALS9C,ENSG00000171916,protein_coding,4754,ENSP00000329932,356
TVP23B,ENSG00000171928,protein_coding,5746,ENSP00000305654,205
FBXW10,ENSG00000171931,protein_coding,4388,ENSP00000310382,1061
OR10H3,ENSG00000171936,protein_coding,1029,ENSP00000493287,316
ZNF217,ENSG00000171940,protein_coding,6175,ENSP00000304308,1048
OR10H2,ENSG00000171942,protein_coding,1029,ENSP00000306095,315
SRGAP2C,ENSG00000171943,protein_coding,7335,ENSP00000478290,459
OR52A5,ENSG00000171944,protein_coding,4039,ENSP00000303469,316
SCG2,ENSG00000171951,protein_coding,2577,ENSP00000304133,617
ATPAF2,ENSG00000171953,protein_coding,5553,ENSP00000417190,289
CYP4F22,ENSG00000171954,protein_coding,2612,ENSP00000269703,531
FOXB1,ENSG00000171956,protein_coding,3606,ENSP00000379369,325
PPIH,ENSG00000171960,protein_coding,5095,ENSP00000306614,177
DRC3,ENSG00000171962,protein_coding,7332,ENSP00000382140,523
ZNF57,ENSG00000171970,protein_coding,2225,ENSP00000303696,555
SHLD1,ENSG00000171984,protein_coding,2185,ENSP00000305875,205
JMJD1C,ENSG00000171988,protein_coding,11155,ENSP00000382204,2540
LDHAL6B,ENSG00000171989,protein_coding,1746,ENSP00000302393,381
SYNPO,ENSG00000171992,protein_coding,10243,ENSP00000377789,929
ZNF556,ENSG00000172000,protein_coding,6574,ENSP00000302603,456
MAL,ENSG00000172005,protein_coding,1453,ENSP00000310880,153
ZNF554,ENSG00000172006,protein_coding,5653,ENSP00000321132,538
RAB33B,ENSG00000172007,protein_coding,4714,ENSP00000498778,277
THOP1,ENSG00000172009,protein_coding,7421,ENSP00000304467,689
REG3A,ENSG00000172016,protein_coding,1580,ENSP00000304311,175
GAP43,ENSG00000172020,protein_coding,1901,ENSP00000377372,274
REG1B,ENSG00000172023,protein_coding,2391,ENSP00000303206,166
EPHX4,ENSG00000172031,protein_coding,2250,ENSP00000359410,362
LAMB2,ENSG00000172037,protein_coding,6865,ENSP00000307156,1798
USP19,ENSG00000172046,protein_coding,5731,ENSP00000508993,1421
QARS1,ENSG00000172053,protein_coding,4703,ENSP00000307567,775
ORMDL3,ENSG00000172057,protein_coding,3752,ENSP00000304858,153
SERF1A,ENSG00000172058,protein_coding,3021,ENSP00000346892,110
KLF11,ENSG00000172059,protein_coding,4594,ENSP00000307023,512
LRRC15,ENSG00000172061,protein_coding,5938,ENSP00000413707,587
SMN1,ENSG00000172062,protein_coding,3097,ENSP00000305857,294
EIF2AK3,ENSG00000172071,protein_coding,20691,ENSP00000307235,1116
TEX37,ENSG00000172073,protein_coding,798,ENSP00000307142,180
MOB3A,ENSG00000172081,protein_coding,4145,ENSP00000349575,217
KRCC1,ENSG00000172086,protein_coding,2028,ENSP00000340083,259
NME6,ENSG00000172113,protein_coding,7258,ENSP00000416658,194
CYCS,ENSG00000172115,protein_coding,5791,ENSP00000307786,105
CD8B,ENSG00000172116,protein_coding,5279,ENSP00000331172,243
SLFN12,ENSG00000172123,protein_coding,5607,ENSP00000302077,578
CALB2,ENSG00000172137,protein_coding,1701,ENSP00000307508,271
SLC9C1,ENSG00000172139,protein_coding,4208,ENSP00000306627,1177
OR1A1,ENSG00000172146,protein_coding,6889,ENSP00000493179,309
OR1A2,ENSG00000172150,protein_coding,930,ENSP00000371377,309
OR8I2,ENSG00000172154,protein_coding,933,ENSP00000303864,310
LCE1D,ENSG00000172155,protein_coding,460,ENSP00000316737,114
CCL11,ENSG00000172156,protein_coding,1005,ENSP00000302234,97
FRMD3,ENSG00000172159,protein_coding,6486,ENSP00000303508,597
SNTB1,ENSG00000172164,protein_coding,6794,ENSP00000378965,538
MTBP,ENSG00000172167,protein_coding,8327,ENSP00000303398,904
TEFM,ENSG00000172171,protein_coding,2642,ENSP00000462963,360
MRPL13,ENSG00000172172,protein_coding,4209,ENSP00000306548,178
MALT1,ENSG00000172175,protein_coding,16225,ENSP00000497997,824
PRL,ENSG00000172179,protein_coding,1431,ENSP00000480195,228
ISG20,ENSG00000172183,protein_coding,7184,ENSP00000306565,181
OR4C11,ENSG00000172188,protein_coding,2737,ENSP00000492971,310
MBOAT1,ENSG00000172197,protein_coding,4325,ENSP00000324944,495
OR8U1,ENSG00000172199,protein_coding,930,ENSP00000304188,309
ID4,ENSG00000172201,protein_coding,3873,ENSP00000367972,161
OR4X2,ENSG00000172208,protein_coding,912,ENSP00000485431,303
GPR22,ENSG00000172209,protein_coding,3711,ENSP00000302676,433
CXCR6,ENSG00000172215,protein_coding,3775,ENSP00000304414,342
CEBPB,ENSG00000172216,protein_coding,1957,ENSP00000305422,345
AZU1,ENSG00000172232,protein_coding,1782,ENSP00000233997,251
TPSAB1,ENSG00000172236,protein_coding,1825,ENSP00000418247,282
ATOH1,ENSG00000172238,protein_coding,2212,ENSP00000302216,354
PAIP1,ENSG00000172239,protein_coding,3391,ENSP00000302768,479
CLEC7A,ENSG00000172243,protein_coding,4190,ENSP00000302569,247
C5orf34,ENSG00000172244,protein_coding,3006,ENSP00000303490,638
C1QTNF4,ENSG00000172247,protein_coding,1413,ENSP00000302274,329
NEGR1,ENSG00000172260,protein_coding,13208,ENSP00000350364,354
ZNF131,ENSG00000172262,protein_coding,8516,ENSP00000426504,623
MACROD2,ENSG00000172264,protein_coding,11426,ENSP00000496601,453
DPAGT1,ENSG00000172269,protein_coding,6440,ENSP00000346142,408
BSG,ENSG00000172270,protein_coding,4418,ENSP00000333769,385
HINFP,ENSG00000172273,protein_coding,9858,ENSP00000318085,517
CDY1,ENSG00000172288,protein_coding,2670,ENSP00000302968,554
OR10V1,ENSG00000172289,protein_coding,930,ENSP00000302199,309
CERS6,ENSG00000172292,protein_coding,6851,ENSP00000376453,392
SPTLC3,ENSG00000172296,protein_coding,8527,ENSP00000381968,552
COPRS,ENSG00000172301,protein_coding,1379,ENSP00000304327,184
TP53RK,ENSG00000172315,protein_coding,3185,ENSP00000361186,253
B3GALT1,ENSG00000172318,protein_coding,5850,ENSP00000376456,326
OR5A1,ENSG00000172320,protein_coding,8612,ENSP00000493195,315
CLEC12A,ENSG00000172322,protein_coding,3256,ENSP00000347916,275
OR5A2,ENSG00000172324,protein_coding,9445,ENSP00000303834,324
BPGM,ENSG00000172331,protein_coding,2539,ENSP00000342032,259
POP7,ENSG00000172336,protein_coding,911,ENSP00000304353,140
ALG14,ENSG00000172339,protein_coding,9641,ENSP00000359224,216
SUCLG2,ENSG00000172340,protein_coding,3088,ENSP00000419325,440
STARD5,ENSG00000172345,protein_coding,6339,ENSP00000304032,213
CSDC2,ENSG00000172346,protein_coding,3003,ENSP00000302485,153
RCAN2,ENSG00000172348,protein_coding,3795,ENSP00000305223,243
IL16,ENSG00000172349,protein_coding,12481,ENSP00000302935,1378
ABCG4,ENSG00000172350,protein_coding,6231,ENSP00000479253,646
CDY1B,ENSG00000172352,protein_coding,2675,ENSP00000303178,554
GNB2,ENSG00000172354,protein_coding,2692,ENSP00000305260,340
CFAP53,ENSG00000172361,protein_coding,1824,ENSP00000381553,514
OR5B12,ENSG00000172362,protein_coding,1371,ENSP00000306657,314
OR5B2,ENSG00000172365,protein_coding,2234,ENSP00000303076,309
MCRIP2,ENSG00000172366,protein_coding,5019,ENSP00000305138,160
PDZD3,ENSG00000172367,protein_coding,3827,ENSP00000431164,571
